model,acc,architecture,condition,lr_hebb
5,1.0,Hebbian,blocked,0.01
5,1.0,Hebbian,blocked,0.01
5,1.0,Hebbian,blocked,0.01
5,1.0,Hebbian,blocked,0.01
5,1.0,Hebbian,blocked,0.01
5,1.0,Hebbian,blocked,0.01
5,0.0,Hebbian,blocked,0.01
5,0.0,Hebbian,blocked,0.01
5,1.0,Hebbian,blocked,0.01
5,1.0,Hebbian,blocked,0.01
5,1.0,Hebbian,blocked,0.01
5,1.0,Hebbian,blocked,0.01
5,1.0,Hebbian,blocked,0.01
5,1.0,Hebbian,blocked,0.01
5,1.0,Hebbian,blocked,0.01
5,1.0,Hebbian,blocked,0.01
5,1.0,Hebbian,blocked,0.01
5,1.0,Hebbian,blocked,0.01
5,1.0,Hebbian,blocked,0.01
5,1.0,Hebbian,blocked,0.01
5,1.0,Hebbian,blocked,0.01
5,1.0,Hebbian,blocked,0.01
5,1.0,Hebbian,blocked,0.01
5,1.0,Hebbian,blocked,0.01
5,1.0,Hebbian,blocked,0.01
5,0.0,Hebbian,blocked,0.01
5,0.0,Hebbian,blocked,0.01
5,1.0,Hebbian,blocked,0.01
5,0.0,Hebbian,blocked,0.01
5,1.0,Hebbian,blocked,0.01
5,1.0,Hebbian,blocked,0.01
5,1.0,Hebbian,blocked,0.01
5,1.0,Hebbian,blocked,0.01
5,1.0,Hebbian,blocked,0.01
5,1.0,Hebbian,blocked,0.01
5,1.0,Hebbian,blocked,0.01
5,1.0,Hebbian,blocked,0.01
5,1.0,Hebbian,blocked,0.01
5,1.0,Hebbian,blocked,0.01
5,1.0,Hebbian,blocked,0.01
5,1.0,Hebbian,blocked,0.01
5,1.0,Hebbian,blocked,0.01
5,1.0,Hebbian,blocked,0.01
5,0.0,Hebbian,blocked,0.01
5,0.0,Hebbian,blocked,0.01
5,0.0,Hebbian,blocked,0.01
5,1.0,Hebbian,blocked,0.01
5,0.0,Hebbian,blocked,0.01
5,1.0,Hebbian,blocked,0.01
5,1.0,Hebbian,blocked,0.01
5,1.0,Hebbian,blocked,0.01
5,1.0,Hebbian,blocked,0.01
5,1.0,Hebbian,blocked,0.01
5,1.0,Hebbian,blocked,0.01
5,0.0,Hebbian,blocked,0.01
5,1.0,Hebbian,blocked,0.01
5,1.0,Hebbian,blocked,0.01
5,0.0,Hebbian,blocked,0.01
5,1.0,Hebbian,blocked,0.01
5,1.0,Hebbian,blocked,0.01
5,1.0,Hebbian,blocked,0.01
5,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,0.0,Hebbian,blocked,0.01
6,0.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,0.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,0.0,Hebbian,blocked,0.01
6,0.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,0.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,0.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,0.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,0.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,0.0,Hebbian,blocked,0.01
6,0.0,Hebbian,blocked,0.01
6,0.0,Hebbian,blocked,0.01
6,0.0,Hebbian,blocked,0.01
6,0.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,0.0,Hebbian,blocked,0.01
6,0.0,Hebbian,blocked,0.01
6,0.0,Hebbian,blocked,0.01
6,0.0,Hebbian,blocked,0.01
6,0.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,0.0,Hebbian,blocked,0.01
6,0.0,Hebbian,blocked,0.01
6,0.0,Hebbian,blocked,0.01
6,0.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,0.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,0.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,0.0,Hebbian,blocked,0.01
6,0.0,Hebbian,blocked,0.01
6,0.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,0.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,0.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,0.0,Hebbian,blocked,0.01
6,0.0,Hebbian,blocked,0.01
6,0.0,Hebbian,blocked,0.01
6,0.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,0.0,Hebbian,blocked,0.01
6,0.0,Hebbian,blocked,0.01
6,0.0,Hebbian,blocked,0.01
6,0.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,0.0,Hebbian,blocked,0.01
6,0.0,Hebbian,blocked,0.01
6,0.0,Hebbian,blocked,0.01
6,0.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,0.0,Hebbian,blocked,0.01
6,0.0,Hebbian,blocked,0.01
6,0.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,0.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,0.0,Hebbian,blocked,0.01
6,0.0,Hebbian,blocked,0.01
6,0.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,0.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,0.0,Hebbian,blocked,0.01
6,0.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,0.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,0.0,Hebbian,blocked,0.01
6,0.0,Hebbian,blocked,0.01
6,0.0,Hebbian,blocked,0.01
6,0.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,0.0,Hebbian,blocked,0.01
6,0.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,0.0,Hebbian,blocked,0.01
6,0.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,0.0,Hebbian,blocked,0.01
6,0.0,Hebbian,blocked,0.01
6,0.0,Hebbian,blocked,0.01
6,0.0,Hebbian,blocked,0.01
6,0.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,0.0,Hebbian,blocked,0.01
6,0.0,Hebbian,blocked,0.01
6,0.0,Hebbian,blocked,0.01
6,0.0,Hebbian,blocked,0.01
6,0.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,0.0,Hebbian,blocked,0.01
6,0.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,0.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,0.0,Hebbian,blocked,0.01
6,0.0,Hebbian,blocked,0.01
6,0.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,0.0,Hebbian,blocked,0.01
6,0.0,Hebbian,blocked,0.01
6,0.0,Hebbian,blocked,0.01
6,0.0,Hebbian,blocked,0.01
6,0.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,0.0,Hebbian,blocked,0.01
6,0.0,Hebbian,blocked,0.01
6,0.0,Hebbian,blocked,0.01
6,0.0,Hebbian,blocked,0.01
6,0.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,0.0,Hebbian,blocked,0.01
6,0.0,Hebbian,blocked,0.01
6,0.0,Hebbian,blocked,0.01
6,0.0,Hebbian,blocked,0.01
6,0.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
6,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,0.0,Hebbian,blocked,0.01
7,0.0,Hebbian,blocked,0.01
7,0.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,0.0,Hebbian,blocked,0.01
7,0.0,Hebbian,blocked,0.01
7,0.0,Hebbian,blocked,0.01
7,0.0,Hebbian,blocked,0.01
7,0.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,0.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,0.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,0.0,Hebbian,blocked,0.01
7,0.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,0.0,Hebbian,blocked,0.01
7,0.0,Hebbian,blocked,0.01
7,0.0,Hebbian,blocked,0.01
7,0.0,Hebbian,blocked,0.01
7,0.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,0.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,0.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,0.0,Hebbian,blocked,0.01
7,0.0,Hebbian,blocked,0.01
7,0.0,Hebbian,blocked,0.01
7,0.0,Hebbian,blocked,0.01
7,0.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,0.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,0.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,0.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,0.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,0.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,0.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,0.0,Hebbian,blocked,0.01
7,0.0,Hebbian,blocked,0.01
7,0.0,Hebbian,blocked,0.01
7,0.0,Hebbian,blocked,0.01
7,0.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,0.0,Hebbian,blocked,0.01
7,0.0,Hebbian,blocked,0.01
7,0.0,Hebbian,blocked,0.01
7,0.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,0.0,Hebbian,blocked,0.01
7,0.0,Hebbian,blocked,0.01
7,0.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,0.0,Hebbian,blocked,0.01
7,0.0,Hebbian,blocked,0.01
7,0.0,Hebbian,blocked,0.01
7,0.0,Hebbian,blocked,0.01
7,0.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,0.0,Hebbian,blocked,0.01
7,0.0,Hebbian,blocked,0.01
7,0.0,Hebbian,blocked,0.01
7,0.0,Hebbian,blocked,0.01
7,0.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,0.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,0.0,Hebbian,blocked,0.01
7,0.0,Hebbian,blocked,0.01
7,0.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,1.0,Hebbian,blocked,0.01
7,0.0,Hebbian,blocked,0.01
7,0.0,Hebbian,blocked,0.01
7,0.0,Hebbian,blocked,0.01
7,0.0,Hebbian,blocked,0.01
7,0.0,Hebbian,blocked,0.01
