model,epoch,bce,condition,architecture
3,26,0.012346991337835789,blocked,Hebbian
3,27,0.011561098508536816,blocked,Hebbian
3,28,0.012371355667710304,blocked,Hebbian
3,29,0.013036497868597507,blocked,Hebbian
3,30,0.012172595597803593,blocked,Hebbian
3,31,0.012638323940336704,blocked,Hebbian
3,32,0.014101251028478146,blocked,Hebbian
3,33,0.014101691544055939,blocked,Hebbian
3,34,0.011120238341391087,blocked,Hebbian
3,35,0.011176642961800098,blocked,Hebbian
3,36,0.009298235177993774,blocked,Hebbian
3,37,0.008925355970859528,blocked,Hebbian
3,38,0.009296314790844917,blocked,Hebbian
3,39,0.008757824078202248,blocked,Hebbian
3,40,0.009356634691357613,blocked,Hebbian
4,0,0.019093401730060577,blocked,Hebbian
4,1,0.018546009436249733,blocked,Hebbian
4,2,0.01752263866364956,blocked,Hebbian
4,3,0.017559172585606575,blocked,Hebbian
4,4,0.017171449959278107,blocked,Hebbian
4,5,0.017448358237743378,blocked,Hebbian
4,6,0.016916321590542793,blocked,Hebbian
4,7,0.01808394491672516,blocked,Hebbian
4,8,0.01701432652771473,blocked,Hebbian
4,9,0.01664711907505989,blocked,Hebbian
4,10,0.0160877276211977,blocked,Hebbian
4,11,0.016437143087387085,blocked,Hebbian
