model,trial,training_condition,pathway,mae,error
7,244,blocked,error-gated replacement,0.43248605728149414,0.0
7,245,blocked,supplied context,0.728244423866272,1.0
7,245,blocked,zero context,0.7294663786888123,1.0
7,245,blocked,error-gated replacement,0.728244423866272,1.0
7,246,blocked,supplied context,0.6220919489860535,1.0
7,246,blocked,zero context,0.6013759970664978,1.0
7,246,blocked,error-gated replacement,0.5827907919883728,1.0
7,247,blocked,supplied context,5.32971625943901e-07,0.0
7,247,blocked,zero context,5.459137355501298e-07,0.0
7,247,blocked,error-gated replacement,5.32971625943901e-07,0.0
7,248,blocked,supplied context,4.865563596467837e-07,0.0
7,248,blocked,zero context,5.291147431307763e-07,0.0
7,248,blocked,error-gated replacement,4.865563596467837e-07,0.0
7,249,blocked,supplied context,9.60903889790643e-07,0.0
7,249,blocked,zero context,1.0201765689998865e-06,0.0
7,249,blocked,error-gated replacement,9.60903889790643e-07,0.0
7,250,blocked,supplied context,3.4885526929429034e-06,0.0
7,250,blocked,zero context,3.3984065339609515e-06,0.0
7,250,blocked,error-gated replacement,3.4885526929429034e-06,0.0
7,251,blocked,supplied context,2.6387428988527972e-06,0.0
7,251,blocked,zero context,2.446022563162842e-06,0.0
7,251,blocked,error-gated replacement,2.6387428988527972e-06,0.0
7,252,blocked,supplied context,0.8091474771499634,1.0
7,252,blocked,zero context,0.7996503710746765,1.0
7,252,blocked,error-gated replacement,0.8091474771499634,1.0
7,253,blocked,supplied context,0.9014339447021484,1.0
7,253,blocked,zero context,0.9006050825119019,1.0
7,253,blocked,error-gated replacement,0.9008296132087708,1.0
7,254,blocked,supplied context,0.6559435129165649,1.0
7,254,blocked,zero context,0.6548479199409485,1.0
7,254,blocked,error-gated replacement,0.6559435129165649,1.0
7,255,blocked,supplied context,0.8247280120849609,1.0
7,255,blocked,zero context,0.8248875737190247,1.0
7,255,blocked,error-gated replacement,0.8230815529823303,1.0
7,256,blocked,supplied context,0.7030072212219238,1.0
7,256,blocked,zero context,0.7006105780601501,1.0
7,256,blocked,error-gated replacement,0.7030072212219238,1.0
7,257,blocked,supplied context,1.2759585388266714e-06,0.0
7,257,blocked,zero context,1.1934682788705686e-06,0.0
7,257,blocked,error-gated replacement,1.2375179494483746e-06,0.0
7,258,blocked,supplied context,1.1630272638285533e-06,0.0
7,258,blocked,zero context,1.082247877093323e-06,0.0
7,258,blocked,error-gated replacement,1.3764191635345924e-06,0.0
7,259,blocked,supplied context,2.6126463126274757e-06,0.0
7,259,blocked,zero context,2.2901585907675326e-06,0.0
7,259,blocked,error-gated replacement,2.5522601845295867e-06,0.0
7,260,blocked,supplied context,1.0107152775162831e-05,0.0
7,260,blocked,zero context,1.0006032425735611e-05,0.0
7,260,blocked,error-gated replacement,1.0081219443236478e-05,0.0
7,261,blocked,supplied context,0.767980694770813,1.0
7,261,blocked,zero context,0.7492752075195312,1.0
7,261,blocked,error-gated replacement,0.7072082757949829,1.0
7,262,blocked,supplied context,0.6949795484542847,1.0
7,262,blocked,zero context,0.6934243440628052,1.0
7,262,blocked,error-gated replacement,0.6949795484542847,1.0
7,263,blocked,supplied context,0.5535513162612915,1.0
7,263,blocked,zero context,0.5266131162643433,1.0
7,263,blocked,error-gated replacement,0.5117062330245972,1.0
7,264,blocked,supplied context,0.739278256893158,1.0
7,264,blocked,zero context,0.7353034019470215,1.0
7,264,blocked,error-gated replacement,0.739278256893158,1.0
7,265,blocked,supplied context,0.8075509071350098,1.0
7,265,blocked,zero context,0.8014819622039795,1.0
7,265,blocked,error-gated replacement,0.7945008277893066,1.0
7,266,blocked,supplied context,5.2103964662819635e-06,0.0
7,266,blocked,zero context,5.447578587336466e-06,0.0
7,266,blocked,error-gated replacement,5.2103964662819635e-06,0.0
7,267,blocked,supplied context,8.998656994663179e-06,0.0
7,267,blocked,zero context,8.791591426415835e-06,0.0
7,267,blocked,error-gated replacement,8.998656994663179e-06,0.0
7,268,blocked,supplied context,8.841539965942502e-06,0.0
7,268,blocked,zero context,8.720140613149852e-06,0.0
7,268,blocked,error-gated replacement,8.841539965942502e-06,0.0
7,269,blocked,supplied context,5.308725121722091e-06,0.0
7,269,blocked,zero context,5.409526238508988e-06,0.0
7,269,blocked,error-gated replacement,5.308725121722091e-06,0.0
7,270,blocked,supplied context,1.0642987035680562e-05,0.0
7,270,blocked,zero context,1.0459291843289975e-05,0.0
7,270,blocked,error-gated replacement,1.0642987035680562e-05,0.0
7,271,blocked,supplied context,0.7760461568832397,1.0
7,271,blocked,zero context,0.7705841660499573,1.0
7,271,blocked,error-gated replacement,0.7760461568832397,1.0
7,272,blocked,supplied context,0.8334172964096069,1.0
7,272,blocked,zero context,0.8320209980010986,1.0
7,272,blocked,error-gated replacement,0.8336977958679199,1.0
7,273,blocked,supplied context,0.498310923576355,0.0
7,273,blocked,zero context,0.498987078666687,0.0
7,273,blocked,error-gated replacement,0.498310923576355,0.0
7,274,blocked,supplied context,0.6372647881507874,1.0
7,274,blocked,zero context,0.6361211538314819,1.0
7,274,blocked,error-gated replacement,0.6372647881507874,1.0
7,275,blocked,supplied context,0.5330584049224854,1.0
7,275,blocked,zero context,0.5307265520095825,1.0
7,275,blocked,error-gated replacement,0.5306708812713623,1.0
7,276,blocked,supplied context,6.04414208282833e-06,0.0
7,276,blocked,zero context,5.946483270236058e-06,0.0
7,276,blocked,error-gated replacement,6.04414208282833e-06,0.0
7,277,blocked,supplied context,4.785235432791524e-06,0.0
7,277,blocked,zero context,4.336617166700307e-06,0.0
7,277,blocked,error-gated replacement,4.785235432791524e-06,0.0
7,278,blocked,supplied context,6.317649877018994e-06,0.0
7,278,blocked,zero context,6.111674792919075e-06,0.0
7,278,blocked,error-gated replacement,6.317649877018994e-06,0.0
7,279,blocked,supplied context,1.1426684068283066e-05,0.0
7,279,blocked,zero context,1.1272843039478175e-05,0.0
7,279,blocked,error-gated replacement,1.1426684068283066e-05,0.0
7,280,blocked,supplied context,0.5445036888122559,1.0
7,280,blocked,zero context,0.5286346673965454,1.0
7,280,blocked,error-gated replacement,0.5445036888122559,1.0
7,281,blocked,supplied context,0.2980107069015503,0.0
7,281,blocked,zero context,0.2991594672203064,0.0
7,281,blocked,error-gated replacement,0.29788973927497864,0.0
7,282,blocked,supplied context,0.3061732351779938,0.0
7,282,blocked,zero context,0.29035863280296326,0.0
7,282,blocked,error-gated replacement,0.2854098379611969,0.0
7,283,blocked,supplied context,0.4732494652271271,0.0
7,283,blocked,zero context,0.473733127117157,0.0
7,283,blocked,error-gated replacement,0.47064897418022156,0.0
7,284,blocked,supplied context,0.5396786332130432,1.0
7,284,blocked,zero context,0.5138627886772156,1.0
7,284,blocked,error-gated replacement,0.49692174792289734,0.0
7,285,blocked,supplied context,0.15419256687164307,0.0
7,285,blocked,zero context,0.15475021302700043,0.0
7,285,blocked,error-gated replacement,0.1549355685710907,0.0
7,286,blocked,supplied context,0.15147969126701355,0.0
7,286,blocked,zero context,0.15389618277549744,0.0
7,286,blocked,error-gated replacement,0.158667653799057,0.0
7,287,blocked,supplied context,0.2321593165397644,0.0
7,287,blocked,zero context,0.24181151390075684,0.0
7,287,blocked,error-gated replacement,0.26033109426498413,0.0
7,288,blocked,supplied context,0.21622201800346375,0.0
7,288,blocked,zero context,0.2233952283859253,0.0
7,288,blocked,error-gated replacement,0.24013380706310272,0.0
7,289,blocked,supplied context,0.15104833245277405,0.0
7,289,blocked,zero context,0.1505754292011261,0.0
7,289,blocked,error-gated replacement,0.15192368626594543,0.0
7,290,blocked,supplied context,1.1560746315808501e-06,0.0
7,290,blocked,zero context,1.2155497870480758e-06,0.0
7,290,blocked,error-gated replacement,1.453793288419547e-06,0.0
7,291,blocked,supplied context,2.9824573744008376e-07,0.0
7,291,blocked,zero context,2.3866962806096126e-07,0.0
7,291,blocked,error-gated replacement,2.387438655659935e-07,0.0
7,292,blocked,supplied context,4.178688470801717e-07,0.0
7,292,blocked,zero context,4.1785878579503333e-07,0.0
7,292,blocked,error-gated replacement,3.583084264846548e-07,0.0
7,293,blocked,supplied context,6.773776135560183e-07,0.0
7,293,blocked,zero context,6.171709401314729e-07,0.0
7,293,blocked,error-gated replacement,6.771354037482524e-07,0.0
7,294,blocked,supplied context,2.417846189928241e-07,0.0
7,294,blocked,zero context,3.0113287152744306e-07,0.0
7,294,blocked,error-gated replacement,1.8278167601692985e-07,0.0
7,295,blocked,supplied context,0.37181395292282104,0.0
7,295,blocked,zero context,0.3718581795692444,0.0
7,295,blocked,error-gated replacement,0.3926754593849182,0.0
7,296,blocked,supplied context,0.24355390667915344,0.0
7,296,blocked,zero context,0.2436545491218567,0.0
7,296,blocked,error-gated replacement,0.2503069043159485,0.0
7,297,blocked,supplied context,0.1567547619342804,0.0
7,297,blocked,zero context,0.16104477643966675,0.0
7,297,blocked,error-gated replacement,0.17775414884090424,0.0
7,298,blocked,supplied context,0.11612102389335632,0.0
7,298,blocked,zero context,0.12183743715286255,0.0
7,298,blocked,error-gated replacement,0.1420726478099823,0.0
7,299,blocked,supplied context,0.2872177064418793,0.0
7,299,blocked,zero context,0.2956940829753876,0.0
7,299,blocked,error-gated replacement,0.308580607175827,0.0
7,300,blocked,supplied context,3.1155859687714837e-06,0.0
7,300,blocked,zero context,2.5299402750533773e-06,0.0
7,300,blocked,error-gated replacement,2.4321984710695688e-06,0.0
7,301,blocked,supplied context,7.39938911920035e-07,0.0
7,301,blocked,zero context,6.19206275587203e-07,0.0
7,301,blocked,error-gated replacement,6.22141726580594e-07,0.0
7,302,blocked,supplied context,5.90385582199815e-07,0.0
7,302,blocked,zero context,5.8451183804209e-07,0.0
7,302,blocked,error-gated replacement,5.443132522486849e-07,0.0
7,303,blocked,supplied context,9.135325171882869e-07,0.0
7,303,blocked,zero context,7.927613978608861e-07,0.0
7,303,blocked,error-gated replacement,7.988609809217451e-07,0.0
7,304,blocked,supplied context,0.1479559987783432,0.0
7,304,blocked,zero context,0.14931310713291168,0.0
7,304,blocked,error-gated replacement,0.1480046510696411,0.0
7,305,blocked,supplied context,0.21837256848812103,0.0
7,305,blocked,zero context,0.22221001982688904,0.0
7,305,blocked,error-gated replacement,0.22801242768764496,0.0
7,306,blocked,supplied context,0.26601505279541016,0.0
7,306,blocked,zero context,0.2638304829597473,0.0
7,306,blocked,error-gated replacement,0.2819603681564331,0.0
7,307,blocked,supplied context,0.23749162256717682,0.0
7,307,blocked,zero context,0.23736810684204102,0.0
7,307,blocked,error-gated replacement,0.23810730874538422,0.0
7,308,blocked,supplied context,0.2584681510925293,0.0
7,308,blocked,zero context,0.2586230933666229,0.0
7,308,blocked,error-gated replacement,0.25934427976608276,0.0
7,309,blocked,supplied context,5.978849344501214e-07,0.0
7,309,blocked,zero context,6.574433655259782e-07,0.0
7,309,blocked,error-gated replacement,8.360025276488159e-07,0.0
7,310,blocked,supplied context,2.385341986155254e-07,0.0
7,310,blocked,zero context,2.385328059517633e-07,0.0
7,310,blocked,error-gated replacement,2.385317827702238e-07,0.0
7,311,blocked,supplied context,5.965637228655396e-07,0.0
7,311,blocked,zero context,6.56131703635765e-07,0.0
7,311,blocked,error-gated replacement,5.369587370296358e-07,0.0
7,312,blocked,supplied context,2.403378118742694e-07,0.0
7,312,blocked,zero context,2.4028148004617833e-07,0.0
7,312,blocked,error-gated replacement,2.4022750721997e-07,0.0
7,313,blocked,supplied context,4.806238393939566e-07,0.0
7,313,blocked,zero context,4.804952595804934e-07,0.0
7,313,blocked,error-gated replacement,3.6232626143828384e-07,0.0
7,314,blocked,supplied context,0.4021594524383545,0.0
7,314,blocked,zero context,0.4007265567779541,0.0
7,314,blocked,error-gated replacement,0.4054563641548157,0.0
7,315,blocked,supplied context,0.368615984916687,0.0
7,315,blocked,zero context,0.3692020773887634,0.0
7,315,blocked,error-gated replacement,0.36636587977409363,0.0
7,316,blocked,supplied context,0.2726462483406067,0.0
7,316,blocked,zero context,0.2626187801361084,0.0
7,316,blocked,error-gated replacement,0.26352810859680176,0.0
7,317,blocked,supplied context,0.18117615580558777,0.0
7,317,blocked,zero context,0.1822391152381897,0.0
7,317,blocked,error-gated replacement,0.1855011135339737,0.0
7,318,blocked,supplied context,0.5101102590560913,1.0
7,318,blocked,zero context,0.5087190270423889,1.0
7,318,blocked,error-gated replacement,0.5090316534042358,1.0
7,319,blocked,supplied context,2.758769596766797e-06,0.0
7,319,blocked,zero context,2.2337897007673746e-06,0.0
7,319,blocked,error-gated replacement,2.758769596766797e-06,0.0
7,320,blocked,supplied context,1.6820108612591866e-06,0.0
7,320,blocked,zero context,1.4430032706513884e-06,0.0
7,320,blocked,error-gated replacement,1.6820108612591866e-06,0.0
7,321,blocked,supplied context,4.889844262834231e-07,0.0
7,321,blocked,zero context,3.705471556258999e-07,0.0
7,321,blocked,error-gated replacement,4.889844262834231e-07,0.0
7,322,blocked,supplied context,4.2947448264385457e-07,0.0
7,322,blocked,zero context,3.705116284891119e-07,0.0
7,322,blocked,error-gated replacement,4.2947448264385457e-07,0.0
7,323,blocked,supplied context,0.2560209035873413,0.0
7,323,blocked,zero context,0.25622910261154175,0.0
7,323,blocked,error-gated replacement,0.2560209035873413,0.0
7,324,blocked,supplied context,0.29751431941986084,0.0
7,324,blocked,zero context,0.30075812339782715,0.0
7,324,blocked,error-gated replacement,0.29751431941986084,0.0
7,325,blocked,supplied context,0.38841450214385986,0.0
7,325,blocked,zero context,0.4109685719013214,0.0
7,325,blocked,error-gated replacement,0.38841450214385986,0.0
7,326,blocked,supplied context,0.340243935585022,0.0
7,326,blocked,zero context,0.34200167655944824,0.0
7,326,blocked,error-gated replacement,0.340243935585022,0.0
7,327,blocked,supplied context,0.4128277897834778,0.0
7,327,blocked,zero context,0.4161122143268585,0.0
7,327,blocked,error-gated replacement,0.4128277897834778,0.0
7,328,blocked,supplied context,8.615958790869627e-07,0.0
7,328,blocked,zero context,8.608157031630981e-07,0.0
7,328,blocked,error-gated replacement,8.615958790869627e-07,0.0
7,329,blocked,supplied context,2.982516491556453e-07,0.0
7,329,blocked,zero context,2.9824892067153996e-07,0.0
7,329,blocked,error-gated replacement,2.982516491556453e-07,0.0
7,330,blocked,supplied context,8.949998004936788e-07,0.0
7,330,blocked,zero context,8.949746188591234e-07,0.0
7,330,blocked,error-gated replacement,8.949998004936788e-07,0.0
7,331,blocked,supplied context,4.1965341779359733e-07,0.0
7,331,blocked,zero context,4.791276069227024e-07,0.0
7,331,blocked,error-gated replacement,4.1965341779359733e-07,0.0
7,332,blocked,supplied context,1.3021028166804172e-07,0.0
7,332,blocked,zero context,1.294003624252582e-07,0.0
7,332,blocked,error-gated replacement,1.3021028166804172e-07,0.0
7,333,blocked,supplied context,0.49976661801338196,0.0
7,333,blocked,zero context,0.5219933390617371,1.0
7,333,blocked,error-gated replacement,0.49976661801338196,0.0
7,334,blocked,supplied context,0.4280649423599243,0.0
7,334,blocked,zero context,0.44098901748657227,0.0
7,334,blocked,error-gated replacement,0.4280649423599243,0.0
7,335,blocked,supplied context,0.31406986713409424,0.0
7,335,blocked,zero context,0.33516043424606323,0.0
7,335,blocked,error-gated replacement,0.31406986713409424,0.0
7,336,blocked,supplied context,0.22675491869449615,0.0
7,336,blocked,zero context,0.24302834272384644,0.0
7,336,blocked,error-gated replacement,0.22675491869449615,0.0
7,337,blocked,supplied context,0.46127498149871826,0.0
7,337,blocked,zero context,0.4866490960121155,0.0
7,337,blocked,error-gated replacement,0.46127498149871826,0.0
7,338,blocked,supplied context,7.386295806099952e-07,0.0
7,338,blocked,zero context,6.778504371141025e-07,0.0
7,338,blocked,error-gated replacement,7.386295806099952e-07,0.0
7,339,blocked,supplied context,1.800784730221494e-06,0.0
7,339,blocked,zero context,1.5619493751728442e-06,0.0
7,339,blocked,error-gated replacement,1.800784730221494e-06,0.0
7,340,blocked,supplied context,1.5523150977969635e-06,0.0
7,340,blocked,zero context,1.420023409082205e-06,0.0
7,340,blocked,error-gated replacement,1.5523150977969635e-06,0.0
7,341,blocked,supplied context,1.263337310319912e-07,0.0
7,341,blocked,zero context,6.762390114545269e-08,0.0
7,341,blocked,error-gated replacement,1.263337310319912e-07,0.0
7,342,blocked,supplied context,0.2149077206850052,0.0
7,342,blocked,zero context,0.21974676847457886,0.0
7,342,blocked,error-gated replacement,0.2149077206850052,0.0
7,343,blocked,supplied context,0.21285918354988098,0.0
7,343,blocked,zero context,0.21473318338394165,0.0
7,343,blocked,error-gated replacement,0.21285918354988098,0.0
7,344,blocked,supplied context,0.20889803767204285,0.0
7,344,blocked,zero context,0.20821896195411682,0.0
7,344,blocked,error-gated replacement,0.20889803767204285,0.0
7,345,blocked,supplied context,0.17815294861793518,0.0
7,345,blocked,zero context,0.17923013865947723,0.0
7,345,blocked,error-gated replacement,0.17815294861793518,0.0
7,346,blocked,supplied context,0.2758469581604004,0.0
7,346,blocked,zero context,0.2766897678375244,0.0
7,346,blocked,error-gated replacement,0.2758469581604004,0.0
7,347,blocked,supplied context,8.434304277216143e-07,0.0
7,347,blocked,zero context,8.901095611690835e-07,0.0
7,347,blocked,error-gated replacement,8.434304277216143e-07,0.0
7,348,blocked,supplied context,1.882215201476356e-07,0.0
7,348,blocked,zero context,2.4742152504586556e-07,0.0
7,348,blocked,error-gated replacement,1.882215201476356e-07,0.0
7,349,blocked,supplied context,4.2816861878236523e-07,0.0
7,349,blocked,zero context,4.2813684331122204e-07,0.0
7,349,blocked,error-gated replacement,4.2816861878236523e-07,0.0
7,350,blocked,supplied context,2.6299082378500316e-07,0.0
7,350,blocked,zero context,2.611863294532668e-07,0.0
7,350,blocked,error-gated replacement,2.6299082378500316e-07,0.0
7,351,blocked,supplied context,6.254375506387078e-08,0.0
7,351,blocked,zero context,6.227569571137792e-08,0.0
7,351,blocked,error-gated replacement,6.254375506387078e-08,0.0
7,352,blocked,supplied context,0.35068854689598083,0.0
7,352,blocked,zero context,0.35001814365386963,0.0
7,352,blocked,error-gated replacement,0.35068854689598083,0.0
7,353,blocked,supplied context,0.26655977964401245,0.0
7,353,blocked,zero context,0.27613314986228943,0.0
7,353,blocked,error-gated replacement,0.26655977964401245,0.0
7,354,blocked,supplied context,0.14090074598789215,0.0
7,354,blocked,zero context,0.13987287878990173,0.0
7,354,blocked,error-gated replacement,0.14090074598789215,0.0
7,355,blocked,supplied context,0.125019371509552,0.0
7,355,blocked,zero context,0.1268693208694458,0.0
7,355,blocked,error-gated replacement,0.125019371509552,0.0
7,356,blocked,supplied context,0.326693058013916,0.0
7,356,blocked,zero context,0.3254088759422302,0.0
7,356,blocked,error-gated replacement,0.326693058013916,0.0
7,357,blocked,supplied context,6.263189789024182e-07,0.0
7,357,blocked,zero context,5.622344474431884e-07,0.0
7,357,blocked,error-gated replacement,6.263189789024182e-07,0.0
7,358,blocked,supplied context,4.891932690043177e-07,0.0
7,358,blocked,zero context,4.3045096731475496e-07,0.0
7,358,blocked,error-gated replacement,4.891932690043177e-07,0.0
7,359,blocked,supplied context,1.4834211015113397e-06,0.0
7,359,blocked,zero context,1.4100196494837292e-06,0.0
7,359,blocked,error-gated replacement,1.4834211015113397e-06,0.0
7,360,blocked,supplied context,1.6401056512904688e-08,0.0
7,360,blocked,zero context,1.7469993451868504e-08,0.0
7,360,blocked,error-gated replacement,1.6401056512904688e-08,0.0
7,361,blocked,supplied context,0.12720268964767456,0.0
7,361,blocked,zero context,0.12808209657669067,0.0
7,361,blocked,error-gated replacement,0.12720268964767456,0.0
7,362,blocked,supplied context,0.14009490609169006,0.0
7,362,blocked,zero context,0.1415357142686844,0.0
7,362,blocked,error-gated replacement,0.14009490609169006,0.0
7,363,blocked,supplied context,0.1277787834405899,0.0
7,363,blocked,zero context,0.13586142659187317,0.0
7,363,blocked,error-gated replacement,0.1277787834405899,0.0
7,364,blocked,supplied context,0.21071606874465942,0.0
7,364,blocked,zero context,0.2102488875389099,0.0
7,364,blocked,error-gated replacement,0.21071606874465942,0.0
7,365,blocked,supplied context,0.12927700579166412,0.0
7,365,blocked,zero context,0.1303526908159256,0.0
7,365,blocked,error-gated replacement,0.12927700579166412,0.0
7,366,blocked,supplied context,2.4222876504609303e-07,0.0
7,366,blocked,zero context,2.422037539417943e-07,0.0
7,366,blocked,error-gated replacement,2.4222876504609303e-07,0.0
7,367,blocked,supplied context,2.391365967469028e-07,0.0
7,367,blocked,zero context,2.3912468805065146e-07,0.0
7,367,blocked,error-gated replacement,2.391365967469028e-07,0.0
7,368,blocked,supplied context,5.367739959183382e-07,0.0
7,368,blocked,zero context,4.771746375809016e-07,0.0
7,368,blocked,error-gated replacement,5.367739959183382e-07,0.0
7,369,blocked,supplied context,1.8335748563913512e-07,0.0
7,369,blocked,zero context,1.8306650417798664e-07,0.0
7,369,blocked,error-gated replacement,1.8335748563913512e-07,0.0
7,370,blocked,supplied context,2.70582813755027e-06,0.0
7,370,blocked,zero context,2.7644014153338503e-06,0.0
7,370,blocked,error-gated replacement,2.70582813755027e-06,0.0
7,371,blocked,supplied context,0.2643592655658722,0.0
7,371,blocked,zero context,0.2689100503921509,0.0
7,371,blocked,error-gated replacement,0.2643592655658722,0.0
7,372,blocked,supplied context,0.23146489262580872,0.0
7,372,blocked,zero context,0.2271212786436081,0.0
7,372,blocked,error-gated replacement,0.23146489262580872,0.0
7,373,blocked,supplied context,0.1995858997106552,0.0
7,373,blocked,zero context,0.2070387601852417,0.0
7,373,blocked,error-gated replacement,0.1995858997106552,0.0
7,374,blocked,supplied context,0.10055877268314362,0.0
7,374,blocked,zero context,0.10241758078336716,0.0
7,374,blocked,error-gated replacement,0.10055877268314362,0.0
7,375,blocked,supplied context,0.24032148718833923,0.0
7,375,blocked,zero context,0.25485002994537354,0.0
7,375,blocked,error-gated replacement,0.24032148718833923,0.0
7,376,blocked,supplied context,9.134750484918186e-07,0.0
7,376,blocked,zero context,7.926017815407249e-07,0.0
7,376,blocked,error-gated replacement,9.134750484918186e-07,0.0
7,377,blocked,supplied context,4.2999926108677755e-07,0.0
7,377,blocked,zero context,3.7109603567841987e-07,0.0
7,377,blocked,error-gated replacement,4.2999926108677755e-07,0.0
7,378,blocked,supplied context,1.267549691874592e-07,0.0
7,378,blocked,zero context,6.8140579401188e-08,0.0
7,378,blocked,error-gated replacement,1.267549691874592e-07,0.0
7,379,blocked,supplied context,1.6156917581611197e-08,0.0
7,379,blocked,zero context,1.730843735003873e-08,0.0
7,379,blocked,error-gated replacement,1.6156917581611197e-08,0.0
8,0,blocked,supplied context,1.9882553381478374e-09,0.0
8,0,blocked,zero context,1.5422854104940598e-09,0.0
8,0,blocked,error-gated replacement,1.9882553381478374e-09,0.0
8,1,blocked,supplied context,2.007668342685065e-08,0.0
8,1,blocked,zero context,2.031357304588255e-08,0.0
8,1,blocked,error-gated replacement,2.007668342685065e-08,0.0
8,2,blocked,supplied context,1.5034446576578375e-08,0.0
8,2,blocked,zero context,1.461112653089458e-08,0.0
8,2,blocked,error-gated replacement,1.5034446576578375e-08,0.0
8,3,blocked,supplied context,3.895377354012908e-09,0.0
8,3,blocked,zero context,1.4759572453115766e-09,0.0
8,3,blocked,error-gated replacement,3.895377354012908e-09,0.0
8,4,blocked,supplied context,0.2320469170808792,0.0
8,4,blocked,zero context,0.19628554582595825,0.0
8,4,blocked,error-gated replacement,0.2320469170808792,0.0
8,5,blocked,supplied context,0.23852701485157013,0.0
8,5,blocked,zero context,0.2338285893201828,0.0
8,5,blocked,error-gated replacement,0.23852701485157013,0.0
8,6,blocked,supplied context,0.20996738970279694,0.0
8,6,blocked,zero context,0.18201844394207,0.0
8,6,blocked,error-gated replacement,0.20996738970279694,0.0
8,7,blocked,supplied context,0.13387954235076904,0.0
8,7,blocked,zero context,0.1152159720659256,0.0
8,7,blocked,error-gated replacement,0.13387954235076904,0.0
8,8,blocked,supplied context,0.3091338276863098,0.0
8,8,blocked,zero context,0.2614556550979614,0.0
8,8,blocked,error-gated replacement,0.3091338276863098,0.0
8,9,blocked,supplied context,8.112054139530755e-09,0.0
8,9,blocked,zero context,7.834882076451777e-09,0.0
8,9,blocked,error-gated replacement,8.112054139530755e-09,0.0
8,10,blocked,supplied context,2.549846112032128e-09,0.0
8,10,blocked,zero context,2.3772255275389398e-09,0.0
8,10,blocked,error-gated replacement,2.549846112032128e-09,0.0
8,11,blocked,supplied context,4.725567936958441e-09,0.0
8,11,blocked,zero context,5.551907378276155e-09,0.0
8,11,blocked,error-gated replacement,4.725567936958441e-09,0.0
8,12,blocked,supplied context,5.4179105646312564e-09,0.0
8,12,blocked,zero context,4.7792565460724745e-09,0.0
8,12,blocked,error-gated replacement,5.4179105646312564e-09,0.0
8,13,blocked,supplied context,1.4784148127944263e-08,0.0
8,13,blocked,zero context,1.6345374831416848e-08,0.0
8,13,blocked,error-gated replacement,1.4784148127944263e-08,0.0
8,14,blocked,supplied context,0.5455107092857361,1.0
8,14,blocked,zero context,0.544991135597229,1.0
8,14,blocked,error-gated replacement,0.5455107092857361,1.0
8,15,blocked,supplied context,0.49293211102485657,0.0
8,15,blocked,zero context,0.532463788986206,1.0
8,15,blocked,error-gated replacement,0.5448286533355713,1.0
8,16,blocked,supplied context,0.3270547688007355,0.0
8,16,blocked,zero context,0.3173961043357849,0.0
8,16,blocked,error-gated replacement,0.3270547688007355,0.0
8,17,blocked,supplied context,0.523530125617981,1.0
8,17,blocked,zero context,0.5278865098953247,1.0
8,17,blocked,error-gated replacement,0.523530125617981,1.0
8,18,blocked,supplied context,0.41535478830337524,0.0
8,18,blocked,zero context,0.4279324412345886,0.0
8,18,blocked,error-gated replacement,0.43148910999298096,0.0
8,19,blocked,supplied context,1.648598257908418e-09,0.0
8,19,blocked,zero context,1.28466437487873e-09,0.0
8,19,blocked,error-gated replacement,1.444916075676872e-09,0.0
8,20,blocked,supplied context,5.8261782065471834e-09,0.0
8,20,blocked,zero context,6.541933217363294e-09,0.0
8,20,blocked,error-gated replacement,8.072571944239826e-09,0.0
8,21,blocked,supplied context,1.4276955173642136e-09,0.0
8,21,blocked,zero context,7.104895560772206e-10,0.0
8,21,blocked,error-gated replacement,8.132374773595075e-10,0.0
8,22,blocked,supplied context,4.117323235824921e-12,0.0
8,22,blocked,zero context,3.2021982721702758e-12,0.0
8,22,blocked,error-gated replacement,3.232019903445793e-12,0.0
8,23,blocked,supplied context,0.26913535594940186,0.0
8,23,blocked,zero context,0.23321732878684998,0.0
8,23,blocked,error-gated replacement,0.2365473359823227,0.0
8,24,blocked,supplied context,0.3787152171134949,0.0
8,24,blocked,zero context,0.34647971391677856,0.0
8,24,blocked,error-gated replacement,0.28893327713012695,0.0
8,25,blocked,supplied context,0.3647526502609253,0.0
8,25,blocked,zero context,0.23837962746620178,0.0
8,25,blocked,error-gated replacement,0.25025779008865356,0.0
8,26,blocked,supplied context,0.13082975149154663,0.0
8,26,blocked,zero context,0.08509087562561035,0.0
8,26,blocked,error-gated replacement,0.09303565323352814,0.0
8,27,blocked,supplied context,0.28825777769088745,0.0
8,27,blocked,zero context,0.2474357783794403,0.0
8,27,blocked,error-gated replacement,0.2170434594154358,0.0
8,28,blocked,supplied context,2.0098042674554506e-10,0.0
8,28,blocked,zero context,1.9570334242047238e-10,0.0
8,28,blocked,error-gated replacement,1.994468062926913e-10,0.0
8,29,blocked,supplied context,2.6054094437455433e-09,0.0
8,29,blocked,zero context,2.3205366517231596e-09,0.0
8,29,blocked,error-gated replacement,2.452031910848973e-09,0.0
8,30,blocked,supplied context,1.8059893136523897e-08,0.0
8,30,blocked,zero context,1.5701305144943944e-08,0.0
8,30,blocked,error-gated replacement,1.605943111826491e-08,0.0
8,31,blocked,supplied context,4.3648354375314113e-10,0.0
8,31,blocked,zero context,3.109996982164631e-10,0.0
8,31,blocked,error-gated replacement,3.006251081405509e-10,0.0
8,32,blocked,supplied context,2.3746651311995493e-09,0.0
